|6.6.6
gloss1d5_2.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          98
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{BENZENE}    m_{ACETATE}    m_{ACETIC-A}   m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{CO,aq}      m_{ETHANE,A}   m_{ETHANOL,}   m_{ETHYLENE}   m_{Fe+2}       m_{Fe+3}       m_{FORMATE,}   m_{FORMIC-A}   m_{GLUTARIC}   m_{GLYCOLIC}   m_{H+}         m_{H2,aq}      m_{H2S,aq}     m_{HAlO2,aq}   m_{HCO3-}      m_{HEXANE,A}   m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{LACTIC-A}   m_{METHANE,}   m_{METHANOL}   m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{O2,aq}      m_{OH-}        m_{PROPANE,}   m_{PROPANOA}   m_{PROPANOI}   m_{PROPANOL}   m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      m_{TOLUENE,}   pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  487.000        48601.0        981.151       0.431609E-002  0.308406E-003  0.391883E-003  0.289070E-006  0.112987E-009  0.458588E-006  0.157811E-003  0.503510E-004  0.121984E-003  0.297891E-002  0.559554E-006   1.47064        43.7631       0.725185E-007  0.368570E-006  0.234456E-003  0.215453E-002  0.226537E-017  0.218558E-003  0.161512E-003  0.121379E-013  0.104741E-002   1.94675       0.186168E-002  0.182342E-002  0.265643E-001  0.994271E-002  0.208526E-003  0.229192E-007  0.181991E-004  0.826853E-010  0.981492E-006  0.137465E-012  0.721819E-001  0.323203E-002  0.568473E-016  0.272068E-009  0.886792E-004  0.688132E-004  0.176331E-002  0.259216E-002  0.954587E-001  0.623268E-004  0.973349E-018  0.498979E-003   3.86966       0.120996E-002  0.628326E-003  0.226803E-018   1.50545       0.303821E-001  0.150004E-004  0.347788E-012  0.768342E-004  0.948631E-005  0.106484E-002  0.423734E-002  0.347119E-004  0.232764E-009  0.436868E-003  0.136018E-006  0.605796       0.916502E-002  0.125627E-001  0.619231E-002  0.506823E-020  0.235862E-001  0.117949E-010  0.300603E-003  0.160775E-007  0.497424E-010  0.296001E-009  0.134962E-008  0.188313E-015  0.727757E-016  0.372501E-017  0.102818E-033  0.443170E-010  0.213174E-018  0.580729E-011  0.240623E-016  0.643900E-012  0.532665E-020  0.156373       0.734847       0.200444E-005  0.144300E-008  0.298407E-004  0.509070E-019   1.25427        4.03669      -0.837107E-001   27.5627        4.07345        9.12900     
  488.000        48701.0        981.697       0.208460E-002  0.149804E-003  0.190226E-003  0.139842E-006  0.544424E-010  0.225631E-006  0.765854E-004  0.242962E-004  0.594081E-004  0.144089E-002  0.276129E-006   1.48133        43.7027       0.729431E-007  0.369494E-006  0.232404E-003  0.211696E-002  0.222161E-017  0.216670E-003  0.159639E-003  0.120707E-013  0.104123E-002   1.95510       0.187612E-002  0.182507E-002  0.266926E-001  0.102497E-001  0.207252E-003  0.225203E-007  0.181507E-004  0.817033E-010  0.976283E-006  0.138496E-012  0.718405E-001  0.321103E-002  0.559525E-016  0.271427E-009  0.888954E-004  0.682199E-004  0.174909E-002  0.260292E-002  0.943956E-001  0.595282E-004  0.988538E-018  0.492673E-003   3.89084       0.122145E-002  0.631677E-003  0.232802E-018   1.51743       0.306789E-001  0.151100E-004  0.345117E-012  0.756217E-004  0.940275E-005  0.107227E-002  0.433056E-002  0.348068E-004  0.233206E-009  0.441956E-003  0.137763E-006  0.604956       0.910411E-002  0.126439E-001  0.620214E-002  0.520733E-020  0.234940E-001  0.115567E-010  0.300540E-003  0.158728E-007  0.490344E-010  0.288418E-009  0.132904E-008  0.187069E-015  0.725838E-016  0.372894E-017  0.103102E-033  0.434758E-010  0.215935E-018  0.573681E-011  0.240859E-016  0.640569E-012  0.551544E-020  0.156505       0.736294       0.201936E-005  0.142779E-008  0.295007E-004  0.498022E-019   1.25306        4.03457      -0.840389E-001   27.5334        4.09303        9.17057     
  489.000        48801.0        982.241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  490.000        48901.0        982.784       0.258633E-016  0.187222E-017  0.238363E-017  0.174099E-020  0.676285E-024  0.287853E-020  0.958520E-018  0.301130E-018  0.750201E-018  0.179222E-016  0.357334E-020   1.49092        43.6080       0.744059E-007  0.374503E-006  0.230211E-003  0.205602E-002  0.211611E-017  0.212901E-003  0.156077E-003  0.118249E-013  0.102995E-002   1.97147       0.189373E-002  0.181136E-002  0.270504E-001  0.108870E-001  0.205115E-003  0.215310E-007  0.179599E-004  0.792409E-010  0.971444E-006  0.140677E-012  0.713577E-001  0.317983E-002  0.541363E-016  0.270580E-009  0.892005E-004  0.668174E-004  0.170991E-002  0.262653E-002  0.928119E-001  0.541612E-004  0.102268E-017  0.477577E-003   3.93562       0.124712E-002  0.641482E-003  0.246907E-018   1.54419       0.313855E-001  0.154457E-004  0.339384E-012  0.727598E-004  0.921837E-005  0.108231E-002  0.448059E-002  0.345441E-004  0.233105E-009  0.447983E-003  0.140671E-006  0.604093       0.904966E-002  0.128323E-001  0.623592E-002  0.552085E-020  0.233293E-001  0.109514E-010  0.299392E-003  0.154130E-007  0.472578E-010  0.270700E-009  0.128427E-008  0.184411E-015  0.723176E-016  0.375252E-017  0.104573E-033  0.412187E-010  0.221756E-018  0.549594E-011  0.240577E-016  0.620192E-012  0.587920E-020  0.156791       0.739661       0.205287E-005  0.139839E-008  0.289136E-004  0.470619E-019   1.25117        4.03019      -0.848014E-001   27.5025        4.13537        9.26094     
  491.000        49001.0        983.325       0.303918E-004  0.220396E-005  0.281447E-005  0.204958E-008  0.794098E-012  0.343409E-008  0.113145E-005  0.353531E-006  0.888849E-006  0.210823E-004  0.428856E-008   1.48980        43.5751       0.750768E-007  0.376843E-006  0.228975E-003  0.202549E-002  0.206624E-017  0.211021E-003  0.154290E-003  0.116764E-013  0.102466E-002   1.98060       0.190410E-002  0.180433E-002  0.272820E-001  0.112206E-001  0.203913E-003  0.210610E-007  0.178682E-004  0.780511E-010  0.967773E-006  0.141279E-012  0.710898E-001  0.316196E-002  0.532443E-016  0.269999E-009  0.893388E-004  0.661293E-004  0.169137E-002  0.263959E-002  0.919698E-001  0.516400E-004  0.103992E-017  0.470472E-003   3.95875       0.125947E-002  0.645955E-003  0.253904E-018   1.55732       0.317497E-001  0.155995E-004  0.336460E-012  0.713797E-004  0.912714E-005  0.108822E-002  0.456497E-002  0.344328E-004  0.233148E-009  0.451727E-003  0.142215E-006  0.603624       0.901560E-002  0.129247E-001  0.625267E-002  0.567828E-020  0.232540E-001  0.106667E-010  0.298840E-003  0.151904E-007  0.464134E-010  0.262147E-009  0.126078E-008  0.182781E-015  0.720383E-016  0.375543E-017  0.104955E-033  0.401243E-010  0.224244E-018  0.537878E-011  0.239894E-016  0.610279E-012  0.605984E-020  0.156945       0.741588       0.206868E-005  0.138215E-008  0.285763E-004  0.457809E-019   1.25032        4.02775      -0.851785E-001   27.5010        4.15722        9.30782     
  492.000        49101.0        983.865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  493.000        49201.0        984.403       0.665122E-017  0.485862E-018  0.622000E-018  0.450083E-021  0.173766E-024  0.774347E-021  0.249794E-018  0.772678E-019  0.197890E-018  0.462553E-017  0.980419E-021   1.49944        43.4805       0.764315E-007  0.381315E-006  0.226428E-003  0.196420E-002  0.197063E-017  0.207299E-003  0.150786E-003  0.114450E-013  0.101328E-002   1.99716       0.192431E-002  0.179334E-002  0.276444E-001  0.119195E-001  0.201644E-003  0.201662E-007  0.176911E-004  0.757604E-010  0.961658E-006  0.143282E-012  0.705545E-001  0.312832E-002  0.515088E-016  0.268966E-009  0.896599E-004  0.647962E-004  0.165510E-002  0.266322E-002  0.903127E-001  0.469773E-004  0.107453E-017  0.456445E-003   4.00361       0.128481E-002  0.655088E-003  0.268621E-018   1.58399       0.324570E-001  0.159158E-004  0.330813E-012  0.687482E-004  0.894923E-005  0.109938E-002  0.473268E-002  0.342486E-004  0.233266E-009  0.458788E-003  0.145333E-006  0.602591       0.894810E-002  0.131127E-001  0.628353E-002  0.600874E-020  0.230853E-001  0.101285E-010  0.297765E-003  0.147557E-007  0.447817E-010  0.246331E-009  0.121781E-008  0.179978E-015  0.716525E-016  0.377060E-017  0.106048E-033  0.381056E-010  0.229885E-018  0.516435E-011  0.239334E-016  0.592480E-012  0.645497E-020  0.157217       0.744916       0.210121E-005  0.135240E-008  0.279677E-004  0.433394E-019   1.24832        4.02331      -0.859089E-001   27.4701        4.19952        9.39809     
  494.000        49301.0        984.939       0.122324E-016  0.898456E-018  0.114966E-017  0.829060E-021  0.319978E-024  0.144393E-020  0.461294E-018  0.142063E-018  0.367272E-018  0.851946E-017  0.184409E-020   1.51027        43.4185       0.771705E-007  0.383706E-006  0.225285E-003  0.193442E-002  0.192304E-017  0.205449E-003  0.149078E-003  0.113558E-013  0.100723E-002   2.00430       0.193290E-002  0.178800E-002  0.277729E-001  0.122852E-001  0.200627E-003  0.197223E-007  0.175969E-004  0.746125E-010  0.959783E-006  0.144772E-012  0.703055E-001  0.311368E-002  0.506553E-016  0.268560E-009  0.898323E-004  0.641312E-004  0.163635E-002  0.267368E-002  0.895443E-001  0.448152E-004  0.109216E-017  0.449274E-003   4.02532       0.129811E-002  0.660068E-003  0.276564E-018   1.59781       0.328076E-001  0.160911E-004  0.328042E-012  0.674532E-004  0.886074E-005  0.110406E-002  0.481086E-002  0.341358E-004  0.233251E-009  0.461621E-003  0.146844E-006  0.602083       0.892077E-002  0.132106E-001  0.629867E-002  0.618535E-020  0.229921E-001  0.986211E-011  0.297139E-003  0.145378E-007  0.439579E-010  0.238818E-009  0.119812E-008  0.178830E-015  0.715766E-016  0.378556E-017  0.106893E-033  0.371327E-010  0.233146E-018  0.505914E-011  0.239479E-016  0.583522E-012  0.666962E-020  0.157333       0.746311       0.211841E-005  0.133913E-008  0.277086E-004  0.421247E-019   1.24723        4.02135      -0.863048E-001   27.4403        4.22003        9.44162     
  495.000        49401.0        985.474       0.303804E-004  0.223518E-005  0.286890E-005  0.206280E-008  0.794905E-012  0.363622E-008  0.115057E-005  0.352559E-006  0.919863E-006  0.211811E-004  0.468129E-008   1.50912        43.3853       0.779353E-007  0.386479E-006  0.224295E-003  0.190670E-002  0.187478E-017  0.203599E-003  0.147368E-003  0.112047E-013  0.100198E-002   2.01305       0.194169E-002  0.177907E-002  0.280091E-001  0.126608E-001  0.199489E-003  0.192644E-007  0.174916E-004  0.734140E-010  0.957025E-006  0.145484E-012  0.700592E-001  0.309754E-002  0.498009E-016  0.268012E-009  0.899567E-004  0.634371E-004  0.161700E-002  0.268668E-002  0.887922E-001  0.427086E-004  0.111056E-017  0.442173E-003   4.04875       0.131108E-002  0.665003E-003  0.284544E-018   1.61168       0.331955E-001  0.162661E-004  0.325103E-012  0.661119E-004  0.876957E-005  0.110923E-002  0.489414E-002  0.339680E-004  0.233180E-009  0.464768E-003  0.148352E-006  0.601695       0.889578E-002  0.133095E-001  0.631671E-002  0.636310E-020  0.229156E-001  0.958763E-011  0.296392E-003  0.143176E-007  0.431145E-010  0.230907E-009  0.117568E-008  0.177213E-015  0.713116E-016  0.379042E-017  0.107387E-033  0.360718E-010  0.235763E-018  0.493853E-011  0.238692E-016  0.572428E-012  0.686774E-020  0.157479       0.748217       0.213484E-005  0.132364E-008  0.273977E-004  0.408952E-019   1.24639        4.01895      -0.866852E-001   27.4390        4.24230        9.48938     
  496.000        49501.0        986.008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  497.000        49601.0        986.540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  498.000        49701.0        987.070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
